annata,fascicolo,provincia,citta,indicizzata
05/06,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
05/06,Gorizia - Trieste,Gorizia,Monfalcone,sì
05/06,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
05/06,Gorizia - Trieste,Gorizia,Staranzano,sì
05/06,Gorizia - Trieste,Trieste,TRIESTE,sì
05/06,Gorizia - Trieste,Trieste,Muggia,sì
08/09,Gorizia - Trieste,Gorizia,GORIZIA,sì
08/09,Gorizia - Trieste,Gorizia,Cormons,sì
08/09,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
08/09,Gorizia - Trieste,Gorizia,Monfalcone,sì
08/09,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
08/09,Gorizia - Trieste,Gorizia,Staranzano,sì
08/09,Gorizia - Trieste,Trieste,TRIESTE,sì
08/09,Gorizia - Trieste,Trieste,Muggia,sì
08/09,Gorizia - Trieste,Trieste,Zona Industriale Noghere-Ospo,sì
08/09,Udine,Udine,UDINE,sì
08/09,Udine,Udine,Buja,sì
08/09,Udine,Udine,Cervignano del Friuli,sì
08/09,Udine,Udine,Cividale del Friuli,sì
08/09,Udine,Udine,Codroipo,sì
08/09,Udine,Udine,Feletto Umberto,sì
08/09,Udine,Udine,Gemona del Friuli,sì
08/09,Udine,Gorizia,Grado,sì
08/09,Udine,Udine,Latisana,sì
08/09,Udine,Udine,Lignano Sabbiadoro,sì
08/09,Udine,Udine,Manzano,sì
08/09,Udine,Udine,Palmanova,sì
08/09,Udine,Udine,San Daniele del Friuli,sì
08/09,Udine,Udine,Tavagnacco,sì
08/09,Udine,Udine,Tolmezzo,sì
08/09,Udine,Udine,Tricesimo,sì
08/09,Udine,Udine,Venzone,sì
09/10,Gorizia - Trieste,Gorizia,GORIZIA,sì
09/10,Gorizia - Trieste,Gorizia,Cormons,sì
09/10,Gorizia - Trieste,Gorizia,Gradisca d'Isonzo,sì
09/10,Gorizia - Trieste,Gorizia,Monfalcone,sì
09/10,Gorizia - Trieste,Gorizia,Ronchi dei Legionari,sì
09/10,Gorizia - Trieste,Gorizia,Staranzano,sì
09/10,Gorizia - Trieste,Trieste,TRIESTE,sì
09/10,Gorizia - Trieste,Trieste,Muggia,sì
09/10,Gorizia - Trieste,Trieste,Zona Industriale Noghere-Ospo,sì
10/11,Gorizia - Trieste,Gorizia,GORIZIA,sì
10/11,Gorizia - Trieste,Gorizia,Monfalcone,sì
10/11,Gorizia - Trieste,Trieste,TRIESTE,sì
10/11,Udine,Udine,UDINE,sì
10/11,Udine,Udine,Cervignano del Friuli,sì
