annata,fascicolo,provincia,citta,indicizzata
97/98,Rieti - Viterbo,Viterbo,Viterbo,sì
98/99,Roma,Roma,Roma,sì
98/99,Roma,Roma,Fiumicino,sì
98/99,Roma,Roma,Fregene,sì
98/99,Roma,Roma,Ciampino,sì
99/00,Roma,Roma,Roma,sì
99/00,Roma,Roma,Fiumicino,sì
99/00,Roma,Roma,Fregene,sì
99/00,Roma,Roma,Ciampino,sì
00/01,Roma,Roma,Roma,sì
00/01,Roma,Roma,Fiumicino,sì
00/01,Roma,Roma,Fregene,sì
00/01,Roma,Roma,Ciampino,sì
01/02,Roma,Roma,Roma,sì
01/02,Roma,Roma,Fiumicino,sì
01/02,Roma,Roma,Fregene,sì
01/02,Roma,Roma,Ciampino,sì
02/03,Roma,Roma,Roma,sì
02/03,Roma,Roma,Fiumicino,sì
02/03,Roma,Roma,Fregene,sì
02/03,Roma,Roma,Ciampino,sì
03/04,Roma,Roma,Roma,sì
03/04,Roma,Roma,Fiumicino,sì
03/04,Roma,Roma,Fregene,sì
03/04,Roma,Roma,Ciampino,sì
04/05,Roma,Roma,Roma,sì
04/05,Roma,Roma,Fiumicino,sì
04/05,Roma,Roma,Fregene,sì
04/05,Roma,Roma,Ciampino,sì
05/06,Roma,Roma,Roma,sì
05/06,Roma,Roma,Fiumicino,sì
05/06,Roma,Roma,Fregene,sì
05/06,Roma,Roma,Ciampino,sì
06/07,Roma,Roma,Roma,sì
06/07,Roma,Roma,Fiumicino,sì
06/07,Roma,Roma,Fregene,sì
06/07,Roma,Roma,Ciampino,sì
07/08,Roma,Roma,Roma,sì
07/08,Roma,Roma,Fiumicino,sì
07/08,Roma,Roma,Fregene,sì
07/08,Roma,Roma,Ciampino,sì
08/09,Roma,Roma,Roma,sì
08/09,Roma,Roma,Ciampino,sì
08/09,Roma,Roma,Fiumicino,sì
08/09,Roma,Roma,Fregene,sì
09/10,Roma,Roma,Roma,sì
09/10,Roma,Roma,Ciampino,sì
