annata,fascicolo,sezione,nome_normalizzato,tipo,relazione,pagina,collocazione,riferimento,note,origine
97/98,Cagliari - Oristano 97,Oristano e provincia,Oristano e provincia,,,45,,,,rilevata
97/98,Cagliari - Oristano 97,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,48,,,,rilevata
97/98,Cagliari - Oristano 97,Guida ai servizi sanitari,Guida ai servizi sanitari,inserzione (da confermare),,50,,,,rilevata
97/98,Cagliari - Oristano 97,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",51,,,,rilevata
97/98,Cagliari - Oristano 97,La Provincia di Oristano,La Provincia di Oristano,cartografia,,51,,,Carta stradale della provincia,rilevata
97/98,Cagliari - Oristano 97,I trasporti,I trasporti,,,51,,,,rilevata
97/98,Cagliari - Oristano 97,Tavole topografiche,Tavole topografiche,cartografia,,52,,,"2 tavole, 2 pagine",rilevata
97/98,Cagliari - Oristano 97,Elenco vie,Elenco vie,,,54,,,Elenco delle vie di Oristano,rilevata
97/98,Cagliari - Oristano 97,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,Codici di Avviamento Postale dei Comuni della Provincia di Oristano,,,54,,,,rilevata
97/98,Nuoro - Sassari 97,Sommario,Sommario,,,3,,,,rilevata
97/98,Nuoro - Sassari 97,Nuoro e provincia,Nuoro e provincia,,,4,,,,rilevata
97/98,Nuoro - Sassari 97,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,8,,,,rilevata
97/98,Nuoro - Sassari 97,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",10,,,,rilevata
97/98,Nuoro - Sassari 97,La Provincia di Nuoro,La Provincia di Nuoro,cartografia,,11,,,Carta stradale della provincia,rilevata
97/98,Nuoro - Sassari 97,I trasporti,I trasporti,,,11,,,,rilevata
97/98,Nuoro - Sassari 97,Tavole topografiche,Tavole topografiche,cartografia,,12,,,"2 tavole, 2 pagine",rilevata
97/98,Nuoro - Sassari 97,Elenco vie,Elenco vie,,,15,,,Elenco delle vie di Nuoro,rilevata
97/98,Nuoro - Sassari 97,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,Codici di Avviamento Postale dei Comuni della Provincia di Nuoro,,,15,,,,rilevata
97/98,Nuoro - Sassari 97,Sassari e provincia,Sassari e provincia,,,16,,,,rilevata
97/98,Nuoro - Sassari 97,Gli appuntamenti di un anno,Gli appuntamenti di un anno,,,19,,,,rilevata
97/98,Nuoro - Sassari 97,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",20,,,,rilevata
97/98,Nuoro - Sassari 97,La Provincia di Sassari,La Provincia di Sassari,cartografia,,21,,,Carta stradale della provincia,rilevata
97/98,Nuoro - Sassari 97,I trasporti,I trasporti,,,21,,,,rilevata
97/98,Nuoro - Sassari 97,Azienda U.S.L. n.1 Sassari,Azienda U.S.L. n.1 Sassari,inserzione,,22,,,,rilevata
97/98,Nuoro - Sassari 97,Tavole topografiche,Tavole topografiche,cartografia,,24,,,"4 tavole, 4 pagine",rilevata
97/98,Nuoro - Sassari 97,Elenco vie,Elenco vie,,,37,,,Elenco delle vie di tutti i comuni cartografati,rilevata
97/98,Nuoro - Sassari 97,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,Codici di Avviamento Postale dei Comuni della Provincia di Sassari,,,39,,,"In terza di copertina, numerata come pagina 39",rilevata
98/99,Cagliari 98,Sommario,Sommario,,,5,,,,rilevata
98/99,Cagliari 98,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,6,,,Carta stradale della provincia,rilevata
98/99,Cagliari 98,Tavole topografiche,Tavole topografiche,cartografia,,8,,,"7 tavole, 7 pagine",rilevata
98/99,Cagliari 98,Emergenze e documenti,Emergenze,,,29,,,,rilevata
98/99,Cagliari 98,Documenti: dove farli,Documenti: dove farli,,"si scinde da ""Cosa e dove"" nel 90/91",29,,,,rilevata
98/99,Cagliari 98,Trasporti e parcheggi,Trasporti e parcheggi,,"assorbe ""Parcheggi"" (98/99–01/02)",33,,,Include carta stradale della provincia stile 90-97,rilevata
98/99,Cagliari 98,"Cagliari, notte e giorno","Cagliari, notte e giorno",,"confluisce in ""Notte e giorno"" dal 99/00",36,,,,rilevata
98/99,Cagliari 98,In provincia,In provincia,,"confluisce in ""Notte e giorno"" dal 99/00",37,,,,rilevata
98/99,Cagliari 98,Elenco vie,Elenco vie,,,41,,,Elenco delle vie di tutti i comuni cartografati,rilevata
98/99,Cagliari 98,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,46,,,,rilevata
99/00,Cagliari 1999/2000,Sommario,Sommario,,,5,,,,rilevata
99/00,Cagliari 1999/2000,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,6,,,Carta stradale della provincia,rilevata
99/00,Cagliari 1999/2000,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,8,,,,rilevata
99/00,Cagliari 1999/2000,Tavole topografiche,Tavole topografiche,cartografia,,9,,,"6 tavole, 6 pagine",rilevata
99/00,Cagliari 1999/2000,Trasporti e parcheggi,Trasporti e parcheggi,,"assorbe ""Parcheggi"" (98/99–01/02)",34,,,,rilevata
99/00,Cagliari 1999/2000,CTM Linee urbane,CTM Linee urbane,cartografia,,38,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
99/00,Cagliari 1999/2000,Emergenze,Emergenze,,,42,,,,rilevata
99/00,Cagliari 1999/2000,Notte e giorno,Notte e giorno,,"riunisce ""Cagliari, notte e giorno"" e ""In provincia""",36,,,,rilevata
99/00,Cagliari 1999/2000,Elenco vie,Elenco vie,,,45,,,Elenco delle vie di tutti i comuni cartografati,rilevata
99/00,Cagliari 1999/2000,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,53,,,,rilevata
00/01,Cagliari 2000/2001,Sommario,Sommario,,,5,,,,rilevata
00/01,Cagliari 2000/2001,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,6,,,Carta stradale della provincia,rilevata
00/01,Cagliari 2000/2001,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,8,,,,rilevata
00/01,Cagliari 2000/2001,Tavole topografiche,Tavole topografiche,cartografia,,9,,,"6 tavole, 6 pagine",rilevata
00/01,Cagliari 2000/2001,Trasporti e parcheggi,Trasporti e parcheggi,,"assorbe ""Parcheggi"" (98/99–01/02)",46,,,,rilevata
00/01,Cagliari 2000/2001,CTM Linee urbane,CTM Linee urbane,cartografia,,38,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
00/01,Cagliari 2000/2001,Emergenze,Emergenze,,,52,,,,rilevata
00/01,Cagliari 2000/2001,Musei e monumenti,Musei e monumenti,,,53,,,,rilevata
00/01,Cagliari 2000/2001,Notte e giorno,Notte e giorno,,"riunisce ""Cagliari, notte e giorno"" e ""In provincia""",54,,,,rilevata
00/01,Cagliari 2000/2001,Parchi e giardini,Parchi e giardini,,,57,,,,rilevata
00/01,Cagliari 2000/2001,Elenco vie,Elenco vie,,,59,,,Elenco delle vie di tutti i comuni cartografati,rilevata
00/01,Cagliari 2000/2001,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,69,,,,rilevata
01/02,Cagliari 2001/2002,Sommario,Sommario,,,3,,,,rilevata
01/02,Cagliari 2001/2002,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,4,,,Carta stradale della provincia,rilevata
01/02,Cagliari 2001/2002,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,6,,,,rilevata
01/02,Cagliari 2001/2002,Tavole topografiche,Tavole topografiche,cartografia,,7,,,"6 tavole, 6 pagine",rilevata
01/02,Cagliari 2001/2002,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),45,,,,rilevata
01/02,Cagliari 2001/2002,Parcheggi e trasporti,Trasporti e parcheggi,,,46,,,,rilevata
01/02,Cagliari 2001/2002,CTM Linee urbane,CTM Linee urbane,cartografia,,48,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
01/02,Cagliari 2001/2002,Elenco vie,Elenco vie,,,53,,,Elenco delle vie di tutti i comuni cartografati,rilevata
01/02,Cagliari 2001/2002,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,62,,,,rilevata
02/03,Cagliari 2002/2003,Sommario,Sommario,,,5,,,,rilevata
02/03,Cagliari 2002/2003,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,8,,,,rilevata
02/03,Cagliari 2002/2003,Tavole topografiche,Tavole topografiche,cartografia,,9,,,"6 tavole, 6 pagine",rilevata
02/03,Cagliari 2002/2003,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,15,,,Carta stradale della provincia,rilevata
02/03,Cagliari 2002/2003,Tavole topografiche,Tavole topografiche,cartografia,,16,,,"1 tavola, 1 pagina",rilevata
02/03,Cagliari 2002/2003,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),47,,,,rilevata
02/03,Cagliari 2002/2003,Parcheggi,Parcheggi,,"si scinde da ""Trasporti e parcheggi"" nel 02/03",49,,,,rilevata
02/03,Cagliari 2002/2003,Trasporti,Trasporti,,,50,,,,rilevata
02/03,Cagliari 2002/2003,CTM Linee urbane,CTM Linee urbane,cartografia,,52,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
02/03,Cagliari 2002/2003,Notte e giorno,Notte e giorno,,"riunisce ""Cagliari, notte e giorno"" e ""In provincia""",55,,,,rilevata
02/03,Cagliari 2002/2003,Elenco vie,Elenco vie,,,59,,,Elenco delle vie di tutti i comuni cartografati,rilevata
02/03,Cagliari 2002/2003,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,70,,,,rilevata
03/04,Cagliari 2003/2004,Sommario,Sommario,,,3,,,,rilevata
03/04,Cagliari 2003/2004,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,6,,,,rilevata
03/04,Cagliari 2003/2004,Tavole topografiche,Tavole topografiche,cartografia,,9,,,"6 tavole, 6 pagine",rilevata
03/04,Cagliari 2003/2004,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,15,,,Carta stradale della provincia,rilevata
03/04,Cagliari 2003/2004,Tavole topografiche,Tavole topografiche,cartografia,,16,,,"1 tavola, 1 pagina",rilevata
03/04,Cagliari 2003/2004,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),47,,,,rilevata
03/04,Cagliari 2003/2004,Trasporti,Trasporti,,,48,,,,rilevata
03/04,Cagliari 2003/2004,CTM Linee urbane,CTM Linee urbane,cartografia,,50,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
03/04,Cagliari 2003/2004,Parcheggi,Parcheggi,,"si scinde da ""Trasporti e parcheggi"" nel 02/03",52,,,,rilevata
03/04,Cagliari 2003/2004,Manifestazioni,Manifestazioni,,,55,,,,rilevata
03/04,Cagliari 2003/2004,Elenco vie,Elenco vie,,,59,,,Elenco delle vie di tutti i comuni cartografati,rilevata
03/04,Cagliari 2003/2004,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,77,,,,rilevata
04/05,Cagliari 2004,Sommario,Sommario,,,3,,,,rilevata
04/05,Cagliari 2004,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,4,,,,rilevata
04/05,Cagliari 2004,Tavole topografiche,Tavole topografiche,cartografia,,7,,,"6 tavole, 6 pagine",rilevata
04/05,Cagliari 2004,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,13,,,Carta stradale della provincia,rilevata
04/05,Cagliari 2004,Tavole topografiche,Tavole topografiche,cartografia,,14,,,"1 tavola, 1 pagina",rilevata
04/05,Cagliari 2004,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),47,,,,rilevata
04/05,Cagliari 2004,Trasporti,Trasporti,,,48,,,,rilevata
04/05,Cagliari 2004,CTM Linee urbane,CTM Linee urbane,cartografia,,50,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
04/05,Cagliari 2004,Parcheggi,Parcheggi,,"si scinde da ""Trasporti e parcheggi"" nel 02/03",52,,,,rilevata
04/05,Cagliari 2004,Manifestazioni,Manifestazioni,,,53,,,,rilevata
04/05,Cagliari 2004,Elenco vie,Elenco vie,,,57,,,Elenco delle vie di tutti i comuni cartografati,rilevata
04/05,Cagliari 2004,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,69,,,,rilevata
05/06,Cagliari 2005,Sommario,Sommario,,,3,,,,rilevata
05/06,Cagliari 2005,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,4,,,,rilevata
05/06,Cagliari 2005,Tavole topografiche,Tavole topografiche,cartografia,,6,,,"7 tavole, 7 pagine",rilevata
05/06,Cagliari 2005,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,13,,,Carta stradale della provincia,rilevata
05/06,Cagliari 2005,Tavole topografiche,Tavole topografiche,cartografia,,14,,,"1 tavola, 1 pagina",rilevata
05/06,Cagliari 2005,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),47,,,,rilevata
05/06,Cagliari 2005,Trasporti,Trasporti,,,48,,,,rilevata
05/06,Cagliari 2005,CTM Linee urbane,CTM Linee urbane,cartografia,,50,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
05/06,Cagliari 2005,Parcheggi,Parcheggi,,"si scinde da ""Trasporti e parcheggi"" nel 02/03",52,,,,rilevata
05/06,Cagliari 2005,Elenco vie,Elenco vie,,,57,,,Elenco delle vie di tutti i comuni cartografati,rilevata
05/06,Cagliari 2005,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,69,,,,rilevata
06/07,Cagliari 2006,Sommario,Sommario,,,1,,,,rilevata
06/07,Cagliari 2006,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,4,,,Carta stradale della provincia,rilevata
06/07,Cagliari 2006,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,7,,,,rilevata
06/07,Cagliari 2006,Tavole topografiche,Tavole topografiche,cartografia,,8,,,"7 tavole, 7 pagine",rilevata
06/07,Cagliari 2006,Elenco vie,Elenco vie,,,49,,,Elenco delle vie di tutti i comuni cartografati,rilevata
06/07,Cagliari 2006,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,69,,,,rilevata
06/07,Cagliari 2006,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),72,,,,rilevata
06/07,Cagliari 2006,Trasporti,Trasporti,,,74,,,,rilevata
06/07,Cagliari 2006,CTM Linee urbane,CTM Linee urbane,cartografia,,50,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
06/07,Cagliari 2006,Parcheggi,Parcheggi,,"si scinde da ""Trasporti e parcheggi"" nel 02/03",52,,,,rilevata
07/08,Cagliari 2007,Sommario,Sommario,,,1,,,,rilevata
07/08,Cagliari 2007,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,8,,,Carta stradale della provincia,rilevata
07/08,Cagliari 2007,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,11,,,,rilevata
07/08,Cagliari 2007,Tavole topografiche,Tavole topografiche,cartografia,,14,,,"7 tavole, 7 pagine",rilevata
07/08,Cagliari 2007,Elenco vie,Elenco vie,,,55,,,Elenco delle vie di tutti i comuni cartografati,rilevata
07/08,Cagliari 2007,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,79,,,,rilevata
07/08,Cagliari 2007,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),81,,,,rilevata
07/08,Cagliari 2007,Trasporti,Trasporti,,,82,,,,rilevata
07/08,Cagliari 2007,CTM Linee urbane,CTM Linee urbane,cartografia,,84,,,Mappa della rete di trasporti pubblici urbani CTM,rilevata
07/08,Cagliari 2007,Parcheggi,Parcheggi,,"si scinde da ""Trasporti e parcheggi"" nel 02/03",86,,,,rilevata
08/09,Cagliari 2008/2009,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),II di copertina,,,,rilevata
08/09,Cagliari 2008/2009,Sommario,Sommario,,,1,,,,rilevata
08/09,Cagliari 2008/2009,La Provincia di Cagliari,La Provincia di Cagliari,cartografia,,4,,,Carta stradale della provincia,rilevata
08/09,Cagliari 2008/2009,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,5,,,,rilevata
08/09,Cagliari 2008/2009,Tavole topografiche,Tavole topografiche,cartografia,,8,,,"7 tavole, 7 pagine",rilevata
08/09,Cagliari 2008/2009,Elenco vie,Elenco vie,,,47,,,Elenco delle vie di tutti i comuni cartografati,rilevata
08/09,Cagliari 2008/2009,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,Codici di Avviamento Postale dei Comuni della Provincia di Cagliari,,,55,,,,rilevata
09/10,Cagliari - Carbonia Iglesias - Medio Campidano 2009/2010,Sommario,Sommario,,,1,,,,rilevata
09/10,Cagliari - Carbonia Iglesias - Medio Campidano 2009/2010,Weekend fuori città,Weekend fuori città,,,2,,,,rilevata
09/10,Cagliari - Carbonia Iglesias - Medio Campidano 2009/2010,Quadro di unione delle tavole topografiche della città di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,3,,,,rilevata
09/10,Cagliari - Carbonia Iglesias - Medio Campidano 2009/2010,Tavole topografiche,Tavole topografiche,cartografia,,4,,,"7 tavole, 7 pagine",rilevata
09/10,Cagliari - Carbonia Iglesias - Medio Campidano 2009/2010,Elenco vie,Elenco vie,,,42,,,Elenco delle vie di tutti i comuni cartografati,rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Sommario,Sommario,,,1,,,"Inserto estraibile ""Agenzia del territorio"", di 32 pagine",rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Numeri utili,Numeri utili,,riassume piu sezioni delle annate precedenti (da verificare),8,,,,rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Quadro di unione di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,10,,,,rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Tavole topografiche,Tavole topografiche,cartografia,,11,,,"14 tavole, 14 pagine",rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Trasporti,Trasporti,,,25,,,,rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Tavole topografiche,Tavole topografiche,cartografia,,26,,,"2 tavole, 2 pagine",rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Carta stradale,Carta stradale,cartografia,,31,,,Carta stradale della Sardegna meridionale,rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Tavole topografiche,Tavole topografiche,cartografia,,32,,,"2 tavole, 2 pagine",rilevata
10/11,Cagliari - Carbonia Iglesias - Medio Campidano 2010/2011,Elenco vie,Elenco vie,,,40,,,Elenco delle vie di tutti i comuni cartografati,rilevata
11/12,Cagliari - Carbonia Iglesias - Medio Campidano 2011/2012,Sommario,Sommario,,,1,,,"Inserto estraibile ""Agenzia del territorio"", di 32 pagine",rilevata
11/12,Cagliari - Carbonia Iglesias - Medio Campidano 2011/2012,Quadro di unione di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,10,,,,rilevata
11/12,Cagliari - Carbonia Iglesias - Medio Campidano 2011/2012,Tavole topografiche,Tavole topografiche,cartografia,,11,,,"14 tavole, 14 pagine",rilevata
11/12,Cagliari - Carbonia Iglesias - Medio Campidano 2011/2012,Carta stradale,Carta stradale,cartografia,,46,,,Carta stradale della Sardegna meridionale,rilevata
11/12,Cagliari - Carbonia Iglesias - Medio Campidano 2011/2012,Elenco vie,Elenco vie,,,47,,,Elenco delle vie di tutti i comuni cartografati,rilevata
12/13,Cagliari - Carbonia Iglesias - Medio Campidano 2012/2013,Sommario,Sommario,,,1,,,"Inserto estraibile ""Agenzia del territorio"", di 32 pagine",rilevata
12/13,Cagliari - Carbonia Iglesias - Medio Campidano 2012/2013,Itinerario natura,Itinerario natura,,,2,,,,rilevata
12/13,Cagliari - Carbonia Iglesias - Medio Campidano 2012/2013,Quadro di unione di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,4,,,,rilevata
12/13,Cagliari - Carbonia Iglesias - Medio Campidano 2012/2013,Tavole topografiche,Tavole topografiche,cartografia,,5,,,"14 tavole, 14 pagine",rilevata
12/13,Cagliari - Carbonia Iglesias - Medio Campidano 2012/2013,Elenco vie,Elenco vie,,,38,,,Elenco delle vie di tutti i comuni cartografati,rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Sommario,Sommario,,,1,,,"Inserto estraibile ""Agenzia del territorio"", di 32 pagine",rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,La mappa della memoria,La mappa della memoria,,,2,,,,rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Numeri utili di Cagliari,Numeri utili di Cagliari,,,6,,,,rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Quadro di unione di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,8,,,,rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Tavole topografiche,Tavole topografiche,cartografia,,9,,,"14 tavole, 14 pagine",rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Itinerario urbano,Itinerario urbano,,,38,,,,rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Tavole topografiche,Tavole topografiche,cartografia,,41,,,"3 tavole, 3 pagine",rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Numeri utili di Carbonia Iglesias,Numeri utili di Carbonia Iglesias,,,46,,,,rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Numeri utili del Medio Campidano,Numeri utili del Medio Campidano,,,47,,,,rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Tavole topografiche,Tavole topografiche,cartografia,,48,,,"2 tavole, 2 pagine",rilevata
13/14,Cagliari - Carbonia Iglesias - Medio Campidano 2013/2014,Elenco vie,Elenco vie,,,52,,,Elenco delle vie di tutti i comuni cartografati,rilevata
14/15,Cagliari - Carbonia Iglesias - Medio Campidano 2014/2015,Sommario,Sommario,,,1,,,"Inserto estraibile ""Agenzia del territorio"", di 32 pagine",rilevata
14/15,Cagliari - Carbonia Iglesias - Medio Campidano 2014/2015,La città che cambia,La città che cambia,,,2,,,,rilevata
14/15,Cagliari - Carbonia Iglesias - Medio Campidano 2014/2015,Quadro di unione di Cagliari,Quadro di unione delle tavole topografiche della città di Cagliari,cartografia,,4,,,,rilevata
14/15,Cagliari - Carbonia Iglesias - Medio Campidano 2014/2015,Tavole topografiche,Tavole topografiche,cartografia,,5,,,"14 tavole, 14 pagine",rilevata
14/15,Cagliari - Carbonia Iglesias - Medio Campidano 2014/2015,La città che cambia,La città che cambia,,,34,,,,rilevata
14/15,Cagliari - Carbonia Iglesias - Medio Campidano 2014/2015,Tavole topografiche,Tavole topografiche,cartografia,,35,,,"3 tavole, 3 pagine",rilevata
14/15,Cagliari - Carbonia Iglesias - Medio Campidano 2014/2015,Elenco vie,Elenco vie,,,44,,,Elenco delle vie di tutti i comuni cartografati,rilevata
